date (yyyy-mm-dd HH:MM:SS),bottom temperature [°C]
21.01.1983 12:00,5.4
22.02.1983 12:00,5.4
22.03.1983 12:00,5.4
19.04.1983 12:00,5.4
27.05.1983 12:00,5.4
21.06.1983 12:00,5.4
19.07.1983 12:00,5.4
18.08.1983 12:00,5.4
22.09.1983 12:00,5.4
25.10.1983 12:00,5.4
22.11.1983 12:00,5.4
22.12.1983 12:00,5.4
24.01.1984 12:00,5.4
21.02.1984 12:00,
22.03.1984 12:00,5.4
25.04.1984 12:00,5.4
24.05.1984 12:00,5.45
19.06.1984 12:00,
17.07.1984 12:00,5.5
21.08.1984 12:00,5.5
20.09.1984 12:00,5.5
23.10.1984 12:00,5.4
20.11.1984 12:00,5.4
18.12.1984 12:00,5.4
17.01.1985 12:00,5.4
14.02.1985 12:00,5.1
07.03.1985 12:00,5.3
21.03.1985 12:00,5.25
04.04.1985 12:00,5.35
18.04.1985 12:00,5.3
04.05.1985 12:00,5.3
14.05.1985 12:00,5.35
30.05.1985 12:00,5.35
13.06.1985 12:00,5.35
27.06.1985 12:00,5.35
11.07.1985 12:00,5.4
25.07.1985 12:00,5.4
08.08.1985 12:00,5.4
22.08.1985 12:00,5.5
05.09.1985 12:00,5.45
19.09.1985 12:00,5.5
03.10.1985 12:00,5.5
17.10.1985 12:00,5.5
29.10.1985 12:00,5.5
14.11.1985 12:00,5.5
04.12.1985 12:00,5.6
09.01.1986 12:00,5.6
13.02.1986 12:00,5.6
20.03.1986 12:00,
17.04.1986 12:00,5.5
15.05.1986 12:00,5.5
13.06.1986 12:00,5.5
10.07.1986 12:00,5.5
07.08.1986 12:00,5.5
04.09.1986 12:00,5.5
02.10.1986 12:00,5.5
30.10.1986 12:00,5.5
03.12.1986 12:00,5.5
21.01.1987 12:00,5.5
19.02.1987 12:00,5.49
18.03.1987 12:00,5.51
16.04.1987 12:00,5.6
13.05.1987 12:00,5.61
23.06.1987 12:00,5.57
16.07.1987 12:00,5.56
20.08.1987 12:00,5.58
17.09.1987 12:00,5.55
15.10.1987 12:00,5.58
12.11.1987 12:00,5.57
10.12.1987 12:00,5.58
21.01.1988 12:00,5.6
18.02.1988 12:00,5.7
17.03.1988 12:00,5.7
14.04.1988 12:00,5.7
19.05.1988 12:00,5.6
16.06.1988 12:00,5.6
14.07.1988 12:00,5.6
18.08.1988 12:00,5.6
15.09.1988 12:00,5.6
13.10.1988 12:00,5.6
10.11.1988 12:00,5.6
21.12.1988 12:00,5.6
24.01.1989 12:00,5.5
21.02.1989 12:00,5.5
21.03.1989 12:00,5.4
18.04.1989 12:00,5.4
17.05.1989 12:00,5.5
13.06.1989 12:00,5.5
18.07.1989 12:00,5.5
16.08.1989 12:00,5.5
19.09.1989 12:00,5.5
17.10.1989 12:00,5.5
14.11.1989 12:00,5.5
19.12.1989 12:00,
23.01.1990 12:00,5.5
27.02.1990 12:00,5.5
27.03.1990 12:00,5.5
24.04.1990 12:00,5.5
22.05.1990 12:00,5.5
26.06.1990 12:00,5.46
27.07.1990 12:00,5.5
04.09.1990 12:00,5.5
26.09.1990 12:00,5.5
18.10.1990 12:00,5.5
19.11.1990 12:00,5.5
18.12.1990 12:00,5.5
31.01.1991 12:00,5.5
21.02.1991 12:00,5.5
21.03.1991 12:00,5.5
23.04.1991 12:00,5.5
21.05.1991 12:00,5.5
18.06.1991 12:00,5.5
23.07.1991 12:00,5.5
27.08.1991 12:00,5.6
11.09.1991 12:00,5.6
09.10.1991 12:00,5.6
06.11.1991 12:00,5.6
04.12.1991 12:00,5.6
21.01.1992 12:00,
26.02.1992 12:00,5.6
17.03.1992 12:00,5.6
15.04.1992 12:00,5.6
14.05.1992 12:00,5.6
10.06.1992 12:00,5.6
08.07.1992 12:00,5.6
05.08.1992 12:00,5.6
09.09.1992 12:00,5.6
07.10.1992 12:00,5.6
04.11.1992 12:00,5.6
02.12.1992 12:00,5.6
13.01.1993 12:00,5.6
04.02.1993 12:00,5.6
11.03.1993 12:00,5.6
08.04.1993 12:00,5.6
06.05.1993 12:00,5.6
27.05.1993 12:00,5.5
08.07.1993 12:00,5.5
05.08.1993 12:00,5.5
16.09.1993 12:00,5.5
21.10.1993 12:00,5.5
16.11.1993 12:00,5.5
09.12.1993 12:00,5.5
12.01.1994 12:00,5.5
08.02.1994 12:00,5.6
17.03.1994 12:00,5.5
13.04.1994 12:00,5.5
10.05.1994 12:00,5.5
15.06.1994 12:00,5.5
15.07.1994 12:00,5.5
17.08.1994 12:00,5.55
19.09.1994 12:00,5.6
12.10.1994 12:00,5.6
16.11.1994 12:00,5.6
14.12.1994 12:00,5.6
11.01.1995 12:00,5.6
08.02.1995 12:00,5.6
15.03.1995 12:00,5.6
12.04.1995 12:00,5.6
17.05.1995 12:00,5.6
13.06.1995 12:00,5.6
12.07.1995 12:00,5.6
09.08.1995 12:00,5.6
14.09.1995 12:00,5.6
12.10.1995 12:00,5.6
16.11.1995 12:00,5.6
14.12.1995 12:00,5.6
18.01.1996 12:00,5.6
15.02.1996 12:00,5.6
21.03.1996 12:00,5.6
17.04.1996 12:00,5.6
14.05.1996 12:00,5.6
14.06.1996 12:00,5.6
22.07.1996 12:00,5.6
27.08.1996 12:00,5.6
24.09.1996 12:00,5.6
23.10.1996 12:00,7.95
26.11.1996 12:00,5.6
17.12.1996 12:00,5.6
28.01.1997 12:00,5.6
25.02.1997 12:00,5.6
25.03.1997 12:00,5.6
21.04.1997 12:00,5.7
20.05.1997 12:00,5.7
18.06.1997 12:00,5.7
22.07.1997 12:00,5.7
27.08.1997 12:00,5.7
23.09.1997 12:00,5.7
21.10.1997 12:00,5.7
17.11.1997 12:00,5.7
16.12.1997 12:00,5.7
27.01.1998 12:00,5.7
23.02.1998 12:00,5.7
23.03.1998 12:00,5.7
21.04.1998 12:00,5.7
19.05.1998 12:00,5.7
16.06.1998 12:00,5.7
23.07.1998 12:00,5.7
24.08.1998 12:00,5.7
22.09.1998 12:00,5.7
27.10.1998 12:00,5.7
18.11.1998 12:00,5.7
15.12.1998 12:00,5.7
26.01.1999 12:00,5.7
24.02.1999 12:00,5.8
23.03.1999 12:00,5.6
27.04.1999 12:00,5.6
26.05.1999 12:00,5.6
23.06.1999 12:00,5.6
29.07.1999 12:00,5.6
24.08.1999 12:00,5.6
29.09.1999 12:00,5.6
19.10.1999 12:00,5.6
16.11.1999 12:00,5.78
14.12.1999 12:00,5.78
26.01.2000 12:00,5.78
22.02.2000 12:00,5.79
21.03.2000 12:00,5.79
19.04.2000 12:00,5.79
23.05.2000 12:00,5.8
20.06.2000 12:00,5.8
25.07.2000 12:00,5.81
22.08.2000 12:00,5.82
26.09.2000 12:00,5.82
24.10.2000 12:00,5.82
21.11.2000 12:00,5.82
19.12.2000 12:00,5.82
23.01.2001 12:00,5.82
20.02.2001 12:00,5.82
20.03.2001 12:00,5.82
17.04.2001 12:00,5.82
15.05.2001 12:00,5.82
20.06.2001 12:00,5.83
24.07.2001 12:00,5.9
06.09.2001 12:00,5.88
26.09.2001 12:00,5.88
23.10.2001 12:00,5.88
20.11.2001 12:00,5.88
18.12.2001 12:00,5.88
22.01.2002 12:00,5.88
19.02.2002 12:00,5.88
20.03.2002 12:00,5.87
16.04.2002 12:00,5.87
21.05.2002 12:00,5.88
25.06.2002 12:00,5.88
23.07.2002 12:00,5.88
20.08.2002 12:00,5.89
24.09.2002 12:00,5.89
22.10.2002 12:00,5.89
19.11.2002 12:00,5.9
17.12.2002 12:00,5.9
28.01.2003 12:00,5.9
17.02.2003 12:00,5.9
25.03.2003 12:00,5.9
22.04.2003 12:00,5.9
20.05.2003 12:00,5.9
17.06.2003 12:00,5.9
28.07.2003 12:00,5.9
26.08.2003 12:00,5.9
24.09.2003 12:00,5.9
20.10.2003 12:00,5.9
18.11.2003 12:00,5.9
16.12.2003 12:00,5.9
27.01.2004 12:00,5.91
