date (yyyy-mm-dd HH:MM:SS),surface oxygen concentration [mg/L]
21.01.1983 12:00,8.4
22.02.1983 12:00,8.2
22.03.1983 12:00,13.5
19.04.1983 12:00,13.3
27.05.1983 12:00,13.4
21.06.1983 12:00,11.2
19.07.1983 12:00,9.0
18.08.1983 12:00,8.9
22.09.1983 12:00,11.9
25.10.1983 12:00,8.0
22.11.1983 12:00,8.3
22.12.1983 12:00,8.8
24.01.1984 12:00,8.5
21.02.1984 12:00,7.6
22.03.1984 12:00,9.4
25.04.1984 12:00,16.3
24.05.1984 12:00,13.7
19.06.1984 12:00,13.0
17.07.1984 12:00,10.2
21.08.1984 12:00,9.2
20.09.1984 12:00,8.1
23.10.1984 12:00,10.7
20.11.1984 12:00,9.2
18.12.1984 12:00,9.2
17.01.1985 12:00,8.4
14.02.1985 12:00,8.1
07.03.1985 12:00,9.3
21.03.1985 12:00,10.6
04.04.1985 12:00,13.4
18.04.1985 12:00,13.8
04.05.1985 12:00,13.9
14.05.1985 12:00,12.8
30.05.1985 12:00,13.7
13.06.1985 12:00,10.9
27.06.1985 12:00,11.5
11.07.1985 12:00,11.0
25.07.1985 12:00,11.4
08.08.1985 12:00,8.4
22.08.1985 12:00,11.1
05.09.1985 12:00,10.8
19.09.1985 12:00,10.1
03.10.1985 12:00,10.7
17.10.1985 12:00,8.8
29.10.1985 12:00,8.8
14.11.1985 12:00,8.4
04.12.1985 12:00,9.2
09.01.1986 12:00,8.7
13.02.1986 12:00,8.4
20.03.1986 12:00,9.9
17.04.1986 12:00,12.8
15.05.1986 12:00,14.3
13.06.1986 12:00,12.0
10.07.1986 12:00,10.4
07.08.1986 12:00,11.0
04.09.1986 12:00,9.7
02.10.1986 12:00,9.9
30.10.1986 12:00,9.3
03.12.1986 12:00,8.3
21.01.1987 12:00,8.0
19.02.1987 12:00,8.0
18.03.1987 12:00,8.6
16.04.1987 12:00,12.9
13.05.1987 12:00,13.8
23.06.1987 12:00,12.5
16.07.1987 12:00,10.9
20.08.1987 12:00,10.5
17.09.1987 12:00,15.3
15.10.1987 12:00,8.2
12.11.1987 12:00,8.7
10.12.1987 12:00,8.2
21.01.1988 12:00,8.5
18.02.1988 12:00,8.8
17.03.1988 12:00,10.9
14.04.1988 12:00,13.4
19.05.1988 12:00,12.6
16.06.1988 12:00,13.2
14.07.1988 12:00,10.1
18.08.1988 12:00,11.0
15.09.1988 12:00,10.1
13.10.1988 12:00,7.3
10.11.1988 12:00,8.2
21.12.1988 12:00,8.7
24.01.1989 12:00,8.6
21.02.1989 12:00,9.1
21.03.1989 12:00,11.6
18.04.1989 12:00,13.1
17.05.1989 12:00,10.4
13.06.1989 12:00,10.7
18.07.1989 12:00,9.8
16.08.1989 12:00,9.3
19.09.1989 12:00,10.5
17.10.1989 12:00,9.2
14.11.1989 12:00,9.0
19.12.1989 12:00,9.1
23.01.1990 12:00,8.2
27.02.1990 12:00,10.5
27.03.1990 12:00,12.5
24.04.1990 12:00,12.8
22.05.1990 12:00,11.9
26.06.1990 12:00,11.8
27.07.1990 12:00,9.8
04.09.1990 12:00,9.6
26.09.1990 12:00,7.4
18.10.1990 12:00,8.8
19.11.1990 12:00,8.3
18.12.1990 12:00,7.8
31.01.1991 12:00,8.0
21.02.1991 12:00,7.5
21.03.1991 12:00,14.0
23.04.1991 12:00,12.9
21.05.1991 12:00,10.5
18.06.1991 12:00,5.3
23.07.1991 12:00,10.1
27.08.1991 12:00,9.7
11.09.1991 12:00,9.2
09.10.1991 12:00,8.4
06.11.1991 12:00,8.2
04.12.1991 12:00,9.0
21.01.1992 12:00,8.3
26.02.1992 12:00,9.7
17.03.1992 12:00,12.1
15.04.1992 12:00,13.0
14.05.1992 12:00,12.2
10.06.1992 12:00,10.7
08.07.1992 12:00,10.8
05.08.1992 12:00,10.3
09.09.1992 12:00,9.4
07.10.1992 12:00,9.8
04.11.1992 12:00,8.6
02.12.1992 12:00,9.5
13.01.1993 12:00,9.6
04.02.1993 12:00,10.0
11.03.1993 12:00,8.9
08.04.1993 12:00,13.3
06.05.1993 12:00,11.0
27.05.1993 12:00,11.5
08.07.1993 12:00,8.6
05.08.1993 12:00,10.5
16.09.1993 12:00,9.2
21.10.1993 12:00,10.0
16.11.1993 12:00,9.0
09.12.1993 12:00,9.6
12.01.1994 12:00,9.5
08.02.1994 12:00,9.4
17.03.1994 12:00,13.0
13.04.1994 12:00,11.4
10.05.1994 12:00,11.7
15.06.1994 12:00,11.6
15.07.1994 12:00,9.9
17.08.1994 12:00,11.7
19.09.1994 12:00,9.2
12.10.1994 12:00,8.0
16.11.1994 12:00,8.3
14.12.1994 12:00,9.0
11.01.1995 12:00,9.3
08.02.1995 12:00,8.7
15.03.1995 12:00,9.8
12.04.1995 12:00,11.7
17.05.1995 12:00,10.8
13.06.1995 12:00,12.6
12.07.1995 12:00,10.2
09.08.1995 12:00,10.4
14.09.1995 12:00,9.3
12.10.1995 12:00,10.8
16.11.1995 12:00,9.8
14.12.1995 12:00,9.8
18.01.1996 12:00,9.6
15.02.1996 12:00,8.9
21.03.1996 12:00,9.9
17.04.1996 12:00,13.3
14.05.1996 12:00,13.7
14.06.1996 12:00,11.3
22.07.1996 12:00,11.1
27.08.1996 12:00,9.4
24.09.1996 12:00,9.6
23.10.1996 12:00,9.6
26.11.1996 12:00,8.9
17.12.1996 12:00,9.4
28.01.1997 12:00,9.1
25.02.1997 12:00,10.4
25.03.1997 12:00,11.7
21.04.1997 12:00,11.2
20.05.1997 12:00,11.0
18.06.1997 12:00,9.3
22.07.1997 12:00,9.7
27.08.1997 12:00,10.3
23.09.1997 12:00,10.6
21.10.1997 12:00,9.4
17.11.1997 12:00,8.4
16.12.1997 12:00,8.8
27.01.1998 12:00,8.7
23.02.1998 12:00,10.2
23.03.1998 12:00,10.3
21.04.1998 12:00,11.0
19.05.1998 12:00,11.1
16.06.1998 12:00,9.9
23.07.1998 12:00,10.6
24.08.1998 12:00,11.6
22.09.1998 12:00,9.4
27.10.1998 12:00,8.7
18.11.1998 12:00,8.8
15.12.1998 12:00,9.2
26.01.1999 12:00,8.3
24.02.1999 12:00,6.7
23.03.1999 12:00,11.2
27.04.1999 12:00,11.8
26.05.1999 12:00,10.5
23.06.1999 12:00,10.0
29.07.1999 12:00,10.7
24.08.1999 12:00,10.3
29.09.1999 12:00,9.4
19.10.1999 12:00,8.7
16.11.1999 12:00,9.2
14.12.1999 12:00,9.2
26.01.2000 12:00,5.7
22.02.2000 12:00,6.5
21.03.2000 12:00,9.5
19.04.2000 12:00,10.1
23.05.2000 12:00,10.5
20.06.2000 12:00,9.9
25.07.2000 12:00,10.1
22.08.2000 12:00,11.6
26.09.2000 12:00,10.5
24.10.2000 12:00,9.6
21.11.2000 12:00,8.7
19.12.2000 12:00,8.8
23.01.2001 12:00,8.9
20.02.2001 12:00,9.8
20.03.2001 12:00,12.8
17.04.2001 12:00,11.8
15.05.2001 12:00,11.2
20.06.2001 12:00,11.3
24.07.2001 12:00,12.5
06.09.2001 12:00,10.0
26.09.2001 12:00,9.9
23.10.2001 12:00,9.0
20.11.2001 12:00,8.5
18.12.2001 12:00,8.6
22.01.2002 12:00,7.2
19.02.2002 12:00,8.2
20.03.2002 12:00,15.5
16.04.2002 12:00,11.8
21.05.2002 12:00,12.8
25.06.2002 12:00,14.4
23.07.2002 12:00,10.2
20.08.2002 12:00,10.2
24.09.2002 12:00,10.0
22.10.2002 12:00,8.8
19.11.2002 12:00,8.8
17.12.2002 12:00,8.3
28.01.2003 12:00,7.8
17.02.2003 12:00,5.6
25.03.2003 12:00,11.4
22.04.2003 12:00,14.5
20.05.2003 12:00,12.8
17.06.2003 12:00,9.9
28.07.2003 12:00,9.7
26.08.2003 12:00,8.7
24.09.2003 12:00,9.0
20.10.2003 12:00,9.0
18.11.2003 12:00,8.7
16.12.2003 12:00,8.7
27.01.2004 12:00,7.8
24.02.2004 12:00,6.9
23.03.2004 12:00,9.0
20.04.2004 12:00,12.2
18.05.2004 12:00,10.7
15.06.2004 12:00,10.6
27.07.2004 12:00,10.2
24.08.2004 12:00,9.5
21.09.2004 12:00,8.8
19.10.2004 12:00,9.4
16.11.2004 12:00,8.8
14.12.2004 12:00,8.0
01.02.2005 12:00,7.2
01.03.2005 12:00,4.2
30.03.2005 12:00,10.0
27.04.2005 12:00,10.9
24.05.2005 12:00,10.3
21.06.2005 12:00,9.7
27.07.2005 12:00,10.0
24.08.2005 12:00,8.6
20.09.2005 12:00,8.2
18.10.2005 12:00,9.1
22.11.2005 12:00,8.3
13.12.2005 12:00,7.7
25.01.2006 12:00,4.9
21.02.2006 12:00,1.6
21.03.2006 12:00,4.8
25.04.2006 12:00,13.7
22.05.2006 12:00,10.2
20.06.2006 12:00,10.5
25.07.2006 12:00,10.7
22.08.2006 12:00,8.8
19.09.2006 12:00,9.0
24.10.2006 12:00,8.0
20.11.2006 12:00,8.7
19.12.2006 12:00,8.7
23.01.2007 12:00,8.6
26.02.2007 12:00,9.1
26.03.2007 12:00,11.3
23.04.2007 12:00,12.2
21.05.2007 12:00,10.9
18.06.2007 12:00,9.9
23.07.2007 12:00,9.9
20.08.2007 12:00,9.3
17.09.2007 12:00,9.8
15.10.2007 12:00,8.9
19.11.2007 12:00,8.8
18.12.2007 12:00,8.7
21.01.2008 12:00,7.8
18.02.2008 12:00,7.9
17.03.2008 12:00,10.5
14.04.2008 12:00,12.5
19.05.2008 12:00,12.5
16.06.2008 12:00,10.0
21.07.2008 12:00,11.2
18.08.2008 12:00,9.5
15.09.2008 12:00,8.5
20.10.2008 12:00,9.2
17.11.2008 12:00,9.1
15.12.2008 12:00,9.0
26.01.2009 12:00,7.6
23.02.2009 12:00,6.9
23.03.2009 12:00,10.6
20.04.2009 12:00,11.8
18.05.2009 12:00,11.7
15.06.2009 12:00,9.8
27.07.2009 12:00,10.0
17.08.2009 12:00,11.5
21.09.2009 12:00,8.9
19.10.2009 12:00,7.7
17.11.2009 12:00,8.4
14.12.2009 12:00,8.9
25.01.2010 12:00,7.9
22.02.2010 12:00,7.7
22.03.2010 12:00,10.0
19.04.2010 12:00,12.6
17.05.2010 12:00,10.8
21.06.2010 12:00,9.9
26.07.2010 12:00,9.4
23.08.2010 12:00,9.4
20.09.2010 12:00,9.3
18.10.2010 12:00,8.1
22.11.2010 12:00,8.5
20.12.2010 12:00,8.3
31.01.2011 12:00,9.2
28.02.2011 12:00,8.5
28.03.2011 12:00,13.1
26.04.2011 12:00,10.3
23.05.2011 12:00,10.7
20.06.2011 12:00,10.2
25.07.2011 12:00,9.8
22.08.2011 12:00,9.2
19.09.2011 12:00,8.8
17.10.2011 12:00,8.9
21.11.2011 12:00,9.4
19.12.2011 12:00,9.0
23.01.2012 12:00,9.2
27.02.2012 12:00,8.2
26.03.2012 12:00,16.7
23.04.2012 12:00,11.2
21.05.2012 12:00,11.4
18.06.2012 12:00,9.5
23.07.2012 12:00,10.3
20.08.2012 12:00,9.6
17.09.2012 12:00,9.1
22.10.2012 12:00,9.2
18.11.2012 12:00,9.3
17.12.2012 12:00,9.5
21.01.2013 12:00,9.0
18.02.2013 12:00,8.8
25.03.2013 12:00,10.5
22.04.2013 12:00,13.2
21.05.2013 12:00,10.7
17.06.2013 12:00,10.9
22.07.2013 12:00,10.7
19.08.2013 12:00,9.0
16.09.2013 12:00,9.2
21.10.2013 12:00,8.9
18.11.2013 12:00,8.9
16.12.2013 12:00,9.2
27.01.2014 12:00,9.4
25.02.2014 12:00,10.6
25.03.2014 12:00,11.8
22.04.2014 12:00,11.3
19.05.2014 12:00,11.5
16.06.2014 12:00,11.7
21.07.2014 12:00,10.2
25.08.2014 12:00,9.8
22.09.2014 12:00,9.9
20.10.2014 12:00,10.3
17.11.2014 12:00,9.8
15.12.2014 12:00,10.5
26.01.2015 12:00,10.3
23.02.2015 12:00,9.6
23.03.2015 12:00,12.5
27.04.2015 12:00,11.0
26.05.2015 12:00,12.0
22.06.2015 12:00,11.2
27.07.2015 12:00,9.8
24.08.2015 12:00,8.1
21.09.2015 12:00,9.8
19.10.2015 12:00,9.7
16.11.2015 12:00,10.2
14.12.2015 12:00,9.6
25.01.2016 12:00,9.5
23.02.2016 12:00,9.8
21.03.2016 12:00,10.6
18.04.2016 12:00,11.3
23.05.2016 12:00,11.8
20.06.2016 12:00,12.4
25.07.2016 12:00,10.0
22.08.2016 12:00,10.0
19.09.2016 12:00,9.5
17.10.2016 12:00,8.9
21.11.2016 12:00,9.2
19.12.2016 12:00,9.2
23.01.2017 12:00,7.8
20.02.2017 12:00,8.2
20.03.2017 12:00,11.9
24.04.2017 12:00,11.6
22.05.2017 12:00,13.0
19.06.2017 12:00,11.4
24.07.2017 12:00,10.8
21.08.2017 12:00,10.4
18.09.2017 12:00,8.0
24.10.2017 12:00,9.0
21.11.2017 12:00,8.5
18.12.2017 12:00,8.9
22.01.2018 12:00,8.9
19.02.2018 12:00,9.0
20.03.2018 12:00,9.5
23.04.2018 12:00,11.2
22.05.2018 12:00,10.4
18.06.2018 12:00,9.8
23.07.2018 12:00,9.9
20.08.2018 12:00,10.4
17.09.2018 12:00,9.4
15.10.2018 12:00,9.1
19.11.2018 12:00,9.1
17.12.2018 12:00,9.6
22.01.2019 12:00,8.9
19.02.2019 12:00,10.0
20.03.2019 12:00,12.1
16.04.2019 12:00,11.4
21.05.2019 12:00,11.0
17.06.2019 12:00,9.7
23.07.2019 12:00,9.4
27.08.2019 12:00,10.0
17.09.2019 12:00,9.2
15.10.2019 12:00,10.0
19.11.2019 12:00,9.3
17.12.2019 12:00,9.8
21.01.2020 12:00,9.6
18.02.2020 12:00,10.3
16.03.2020 12:00,11.6
07.04.2020 12:00,11.2
18.05.2020 12:00,10.8
23.06.2020 12:00,10.4
21.07.2020 12:00,10.9
18.08.2020 12:00,9.7
22.09.2020 12:00,9.7
20.10.2020 12:00,9.1
17.11.2020 12:00,9.8
15.12.2020 12:00,9.5
12.01.2021 12:00,9.3
02.02.2021 12:00,9.3
09.03.2021 12:00,11.0
14.04.2021 12:00,12.3
04.05.2021 12:00,11.6
08.06.2021 12:00,10.5
06.07.2021 12:00,9.8
03.08.2021 12:00,9.6
31.08.2021 12:00,10.9
05.10.2021 12:00,9.9
09.11.2021 12:00,9.8
30.11.2021 12:00,9.8
11.01.2022 12:00,9.2
08.02.2022 12:00,8.3
08.03.2022 12:00,8.2
05.04.2022 12:00,12.0
03.05.2022 12:00,11.1
31.05.2022 12:00,10.0
06.07.2022 12:00,9.3
03.08.2022 12:00,9.8
06.09.2022 12:00,8.9
04.10.2022 12:00,9.8
08.11.2022 12:00,9.3
05.12.2022 12:00,9.2
11.01.2023 12:00,9.3
07.02.2023 12:00,8.5
07.03.2023 12:00,9.9
04.04.2023 12:00,11.0
03.05.2023 12:00,11.2
31.05.2023 12:00,9.9
04.07.2023 12:00,10.0
02.08.2023 12:00,9.7
03.10.2023 12:00,9.7
07.11.2023 12:00,8.4
05.12.2023 12:00,9.6
