date (yyyy-mm-dd HH:MM:SS),thermocline depth [m]
21.01.1983 12:00,
22.02.1983 12:00,
22.03.1983 12:00,8.9
19.04.1983 12:00,21.2
27.05.1983 12:00,10.9
21.06.1983 12:00,8.9
19.07.1983 12:00,7.3
18.08.1983 12:00,11.1
22.09.1983 12:00,11.0
25.10.1983 12:00,13.1
22.11.1983 12:00,18.2
22.12.1983 12:00,26.0
24.01.1984 12:00,
21.02.1984 12:00,
22.03.1984 12:00,3.1
25.04.1984 12:00,9.1
24.05.1984 12:00,10.6
19.06.1984 12:00,
17.07.1984 12:00,9.0
21.08.1984 12:00,10.9
20.09.1984 12:00,13.0
23.10.1984 12:00,16.7
20.11.1984 12:00,18.1
18.12.1984 12:00,17.9
17.01.1985 12:00,
14.02.1985 12:00,
07.03.1985 12:00,
21.03.1985 12:00,
04.04.1985 12:00,7.9
18.04.1985 12:00,17.3
04.05.1985 12:00,16.0
14.05.1985 12:00,17.4
30.05.1985 12:00,8.3
13.06.1985 12:00,9.4
27.06.1985 12:00,9.5
11.07.1985 12:00,8.6
25.07.1985 12:00,10.7
08.08.1985 12:00,12.1
22.08.1985 12:00,11.2
05.09.1985 12:00,11.0
19.09.1985 12:00,12.6
03.10.1985 12:00,13.1
17.10.1985 12:00,13.8
29.10.1985 12:00,14.8
14.11.1985 12:00,17.4
04.12.1985 12:00,25.1
09.01.1986 12:00,29.7
13.02.1986 12:00,
20.03.1986 12:00,
17.04.1986 12:00,15.3
15.05.1986 12:00,7.7
13.06.1986 12:00,7.7
10.07.1986 12:00,8.1
07.08.1986 12:00,9.7
04.09.1986 12:00,12.7
02.10.1986 12:00,15.4
30.10.1986 12:00,16.8
03.12.1986 12:00,18.2
21.01.1987 12:00,
19.02.1987 12:00,
18.03.1987 12:00,
16.04.1987 12:00,6.3
13.05.1987 12:00,9.4
23.06.1987 12:00,9.3
16.07.1987 12:00,5.9
20.08.1987 12:00,9.4
17.09.1987 12:00,10.3
15.10.1987 12:00,13.6
12.11.1987 12:00,17.9
10.12.1987 12:00,25.4
21.01.1988 12:00,36.5
18.02.1988 12:00,
17.03.1988 12:00,
14.04.1988 12:00,8.8
19.05.1988 12:00,8.3
16.06.1988 12:00,7.8
14.07.1988 12:00,7.9
18.08.1988 12:00,9.3
15.09.1988 12:00,12.4
